number,created_at,merged_at,closed_at,files,additions,deletions,body_text,participants,comments
560,2020-10-07T03:15:45Z,2020-11-04T18:21:57Z,2020-11-04T18:21:58Z,6,854,116,"Adds Wakatime compact layout as sugested in the previous pull request and in this issue #504
Here is the compact layout

Here is the normal layout

You can preview it here",3,8
620,2020-11-05T21:44:44Z,2021-01-27T07:11:22Z,2021-01-27T07:11:22Z,2,7,4,"Fixes #608
Demo (https://github-readme-stats-git-wakatime-custom-url.nathanchu.vercel.app/api/wakatime?username=nathanchu&api_domain=wakatime.com):",5,6
637,2020-11-11T19:03:50Z,,2020-12-01T06:14:39Z,1,6,0,,3,3
658,2020-11-20T07:00:51Z,,2021-02-07T23:14:42Z,1,60,1,"GitHub Stats Card first note translation
Wakatime Card Exclusive Options translation",3,3
679,2020-12-04T17:12:12Z,2020-12-10T16:50:33Z,2020-12-10T16:50:33Z,2,239,138,"Hi, there!
I'm web developer in korea! (o _o)/
I think that translation is not desirable.
So I changed the content that seemed to fit better.",3,5
691,2020-12-08T23:39:16Z,,2021-03-20T20:51:32Z,1,8,2,"GitHub recently made the dark theme available for its user interface. This theme I am submitting is equivalent to the default theme, but using the same colors as the dark GitHub theme.",3,8
697,2020-12-09T15:43:17Z,,2021-02-21T14:14:26Z,9,268,344,"Fix #696
URL
https://github-readme-stats-git.francisdu.vercel.app/api/wakatime?username=francis&hide=other,html,scss,css,yaml,xml,toml&top=5

Preview",3,11
699,2020-12-09T21:11:28Z,,2021-01-21T13:56:44Z,1,6,0,Added Cyberpunk 2077 theme.,3,4
709,2020-12-11T09:06:42Z,,2021-03-21T13:00:51Z,3,329,0,"Wakatime By Embed
https://wakatime.com/share/embed
Can custom date

example:

https://vercel.ddnpc.com/api/wakatime-embed?username=instrye&embedCode=2916255c-a02d-4b4b-b7e8-d3533f0fd393
I did not make a readme, hope someone can add.",3,3
771,2021-01-01T06:54:39Z,2021-01-07T11:39:36Z,2021-01-07T11:39:36Z,9,22,22,"The translated documents are using broken relative links.
So I fixed it to use right relative links.",2,4
774,2021-01-01T22:07:19Z,2021-01-07T14:08:16Z,2021-01-07T14:08:16Z,2,10,10,"Localise with English annotated
Less delocalization than #539
@jalenchuh Please review",3,5
784,2021-01-04T21:05:03Z,2021-01-07T14:01:49Z,2021-01-07T14:01:49Z,1,11,0,,2,3
788,2021-01-06T15:07:19Z,,2021-02-14T01:45:59Z,1,3,3,"This fixes #778, fixes #787. But I don't know if the modified code will break something.
I think it should not because if(!include_all_commits) means NOT all commits, but yearly commits.
Not sure, so feel free to correct me if I'm wrong 😅.",2,2
794,2021-01-09T02:53:17Z,,2021-03-25T18:42:25Z,1,14,27,"Hello, let me propose some refactorings.

use else if instead of duplicated conditions
use const instead of var
simplify expressions

Thank you for maintaining such a wonderful project.",3,3
806,2021-01-11T23:14:28Z,,2021-03-16T20:20:29Z,3,8,8,"Corrected two typos, as well as changed  :- to :.
I'm unsure what :- means, I thought it could signify here comes an example, but it was also used in the readme.md without providing an particular example. I can add them back in if needed.",2,3
811,2021-01-14T21:44:39Z,,2021-03-17T10:34:30Z,2,10,2,"Hi! First of all, thanks for making such a great tool, really makes profile readmes look more exciting and interesting.
I wanted to make a theme which has the same 'look and feel' as the new github dark mode.
It also lets the stats blend in seamlessly with the background when dark mode is enabled and borders are disabled (e.g. my profile readme).
Here's some example images of how the theme looks (both in light and dark mode on github).



Hope I've added the right things to the themes readme etc, just let me know if anything else needs doing.",3,5
820,2021-01-18T09:11:52Z,,2021-02-24T12:25:18Z,1,11,0,,2,5
824,2021-01-19T19:36:47Z,,2021-02-26T04:12:54Z,1,6,0,,3,4
836,2021-01-27T07:00:42Z,2021-03-07T16:33:34Z,2021-03-07T16:33:34Z,1,5,5,"According to https://docs.github.com/cn/github/collaborating-with-issues-and-pull-requests , change ""提案"" into ""拉取请求"".",3,6
845,2021-01-29T18:19:50Z,2021-03-07T16:53:33Z,2021-03-07T16:53:33Z,14,49,1,"Cards are rounded by default which looks kinda ugly when you have two adjacent cards with a dark theme and a light background.  I added support for a parameter which allows users to control the rounding used by the card (and had it default to the original 4.5).  I added implementation, tests, and readme docs but feel free to ping me if I missed anything.",3,4
864,2021-02-06T12:16:18Z,,2021-09-02T17:50:37Z,1,1,1,"Dependabot detected this on my fork.
unsure if this is important",4,13
875,2021-02-12T11:12:02Z,,2022-08-28T03:32:13Z,1,15,17,,2,5
892,2021-02-18T20:25:46Z,,2022-02-20T17:06:50Z,1,6,0,"Hello from the Rosé Pine theme! I added 3 themes from our Rosé Pine collection, Rosé Pine, Rosé Pine Moon and Rosé Pine Dawn! We hope you enjoy!",3,15
904,2021-02-23T23:52:35Z,2021-03-07T16:27:37Z,2021-03-07T16:27:37Z,1,1,1,2020 to 2021,5,4
907,2021-02-24T17:30:08Z,2021-03-07T16:39:39Z,2021-03-07T16:39:39Z,1,6,0,"Ocean dark theme based on Material Themes
ocean_dark:{
title_color: ""24487f"",
icon_color: ""7F4DA8"",
text_color: ""9EE504"",
bg_color: ""24487f"",
}",3,5
957,2021-03-21T21:49:20Z,2023-04-25T06:15:16Z,2023-04-25T06:15:16Z,1,1,1,"Array method .includes() can return only boolean result, we can write it to isLongLocale variable without doing comparison. Docs: https://developer.mozilla.org/ru/docs/Web/JavaScript/Reference/Global_Objects/Array/includes",2,2
960,2021-03-22T16:55:50Z,,2023-04-08T10:10:59Z,2,51,61,"Usage of normal distribution is not justified at all and as its' support is (-inf; inf) you get some problems (e.g. #883 #455). Exponential distribution's support is [0; inf) which means if we will calculate survival function (same as 1 - cdf (https://en.wikipedia.org/wiki/Survival_function#Definition)) then for all zeros we will get a person with a score equal to a 100 which makes a lot of sense. Also in practice exponential distribution is quite accurate showing activity of a person. See example below:
This is the real activity distribution histogram (taken from https://movespring.com/blog/how-to-set-a-goal-for-your-next-activity-or-step-challenge-5f74c65ac49982000764facf):

This is the exponential distribution histogram with different parameters:

Here is one more example with real distribution (as blue) and fitted exponential distribution (as red):

Next step is to restore parameters of exponential distribution for real distribution. In my opinion Method of Moments (https://en.wikipedia.org/wiki/Method_of_moments_(statistics)) is the easiest to understand and comes from a single property we would like to have: expectation over our parameterized distribution would be equal to expectation of the real distribution. (see *_VALUE variables in code). As expectation of exponential distribution with parameter \lambda is equal to 1 / \lambda then if we have an expectation (which is equal to an average over users) of real distribution then the restored \lambda = 1 / expectation.
Now we have 7 distributions over different aspects of Github Profile: Commits, Contributions, Issues, PRs, Stars, Followers, Repositories. We can understand how ""good"" a Github Profile in each aspect by calculating survival function over each of these 7 distributions in the points corresponding to Github Profile stats (the lesser value the better). To get a single number from 7 numbers we can have for example an average of these numbers but that wouldn't be good as a person who is great in one aspect and bad in others (e.g. Linus Torvalds with only 2 repositories and low stats in PRs and Issues and a ton of stars and followers) will never get an S+ rank so we need to have an aggregate functions which would stimulate low values at least in one aspect. One of such functions is min(...) over 7 aspects but this doesn't encourage you to develop any aspects except the only one you are best in, so we will use harmonic average (https://en.wikipedia.org/wiki/Harmonic_mean) which fits our needs (as it almost equal to min(...) for values much less than 1 and also has a non-zero gradient over each variable).
As you can see from tests:

A decent user (400 stars and 100 followers) has an A++ rank
Newly created account has lowest possible score = 100
Linus Torvalds has highest possible score = 0 (this wasn't intended I just realized it when ran a script)


IMPORTANT NOTICE
Current values are not set to be equal to 1 / <average stat over users> as I couldn't find any official (and even unofficial) statistics referring to these. So they are just set to what I see as an average Github User.",11,27
961,2021-03-22T23:35:21Z,,2023-10-22T16:25:33Z,1,18,0,"Space Yellow

A clean flat design color combo


Red Light District

Bringing the flat red heat to your GitHub


Roadside Assistant

Inspired by the colors of American roadways",3,6
963,2021-03-23T14:01:20Z,,2023-06-16T07:38:47Z,1,14,16,"The current system looks a bit more like a participation trophy with ""B+"" being the lowest tier.  This change brings the rank naming down to a more sensible S-F naming scheme with E+F still to be determined",3,4
975,2021-03-28T20:49:35Z,2022-02-16T07:24:56Z,2022-02-16T07:24:56Z,1,1,1,Fixed grammatical error in readme.md,3,2
984,2021-04-06T03:38:37Z,,2022-10-18T14:36:42Z,1,6,0,Github recently came out with their dark dimmed theme so I made a theme using the same colors.,3,5
989,2021-04-10T12:31:12Z,2021-05-06T19:01:05Z,2021-05-06T19:01:05Z,5,27,21,"This fixes issue #909 regarding the endpoint top-langs
As shown before by @CaptainDario and @neo-mashiro hiding languages conflicts with setting langs_count
Before: langs_count is 6, but only 5 are shown when I hide java

After: Hiding languages is applied before limiting based on langs_count to get the correct result",2,3
993,2021-04-13T18:53:52Z,,2022-10-18T14:36:40Z,1,6,0,,3,5
996,2021-04-14T12:39:03Z,,2023-03-16T15:59:09Z,14,586,54,"Updates for both Chinese translation.
P/S: is it possible to allow more than one locale tag for one language? E.g. allow cn, zh-cn, zh-hans, zhs to point to the same translation string instead of using more than one line to store it in file. (Currently I added zhs to cn, also added tw and zht for Traditional Chinese)",2,1
1000,2021-04-17T12:44:02Z,2021-04-27T18:58:44Z,2021-04-27T18:58:44Z,18,98,22,"Allow customisation of border color for all cards
Add option to have border_color in themes
Update doc with changes",5,5
1030,2021-04-28T23:29:52Z,,2023-09-14T15:07:03Z,2,13,3,,3,6
1032,2021-04-29T09:22:44Z,,2021-07-02T15:04:46Z,2,104,42,"Update readme_cn.md

translate new contents in the homepage readme
fix: correct some translation errors and format issues


Update readme.md

fix: remove a redundant underscore",2,1
1054,2021-05-11T15:10:35Z,,2022-12-01T01:28:58Z,1,6,0,adding a theme,3,3
1066,2021-05-19T12:22:56Z,,2022-10-18T14:36:38Z,1,6,0,,3,5
1089,2021-05-26T10:36:43Z,,2022-10-18T14:36:35Z,1,7,0,"The theme adds Transparent-monokai (transparent background), compatible with Dark and Light modes; the overall color scheme is mainly monokai.",3,4
1113,2021-06-04T12:15:58Z,,2022-10-18T14:36:33Z,1,6,0,"want to add this theme ""for-dark-or-light-any-theme"" as many people face a bit of irritating when GitHub theme does not fit and seems adaptive with cards. I made this so that, it can be used in any theme of GitHub and it will be fit in.",3,6
1130,2021-06-10T02:02:04Z,,2022-10-18T14:36:31Z,1,6,0,,3,4
1141,2021-06-16T22:58:58Z,,2022-10-16T01:56:23Z,1,6,0,"title_color: ""00ff00"",
icon_color: ""ffff00"",
text_color: ""e6e600"",
bg_color: ""008000"",",3,4
1143,2021-06-16T23:22:28Z,,2022-10-18T14:36:29Z,1,6,0,,3,4
1163,2021-06-28T03:18:19Z,,2022-02-16T13:44:56Z,1,13,0,,3,5
1173,2021-07-05T01:39:20Z,,2022-10-18T14:36:27Z,1,6,0,I create the theme to add a new style to github-readme-stats .,3,6
1178,2021-07-08T08:42:38Z,,2022-10-08T10:23:59Z,2,33,7,"This fixed #1177
Before:

After:

PS. I have some python repos recently but not shown in the first figure because they are not in the oldest 100 repos. In the second figure they are successfully found.",4,7
1183,2021-07-11T08:26:42Z,,2022-10-18T14:36:25Z,1,6,6,"The ""city-lights"" theme wasn't being displayed. It might now.",3,5
1186,2021-07-13T15:15:23Z,2023-05-26T13:39:36Z,2023-05-26T13:39:36Z,7,192,243,"Hello @anuraghazra 👋
As #883, #455 and #1029, I've noticed that the function calculateRank doesn't work as expected.
The first problem is the use of a normal distribution instead of an exponential distribution, as pointed out by #960 . The second is that each metric has the same weight in the score, while some are clearly better indicators (e.g. stars). I've corrected both problems in this PR.
If you want to try it out before merging, I've hosted this version on Vercel.




Importantly, in #960, being extremely good in a single metric (e.g. 100k commits) while being terrible elsewhere still gets an ""S+"" rank. In my implementation, in order to get ""S+"", you need to be outstanding everywhere. However, you can still get ""A+"" or ""S"" if a single metric is poor (e.g. contributions or issues) but you have a lot of stars and followers.",17,93
1188,2021-07-15T03:01:04Z,,2022-10-18T14:36:23Z,1,7,0,"Hi 👋 Anurag, Thanks for developing github-readme-stats.
This PR adds Holi Theme to the project.
I've updated the theme config file and below is a screenshot of how it looks.
Looking forward 🙌",3,4
1192,2021-07-15T15:43:09Z,,2022-10-18T14:36:20Z,1,6,0,,3,4
1201,2021-07-22T09:22:23Z,,2022-10-02T15:57:53Z,1,6,0,"Hi @anuraghazra,
I provide a reasonable and compatible theme for both light and dark modes. Thanks for reviewing the PR.",3,10
1207,2021-07-25T08:13:08Z,2021-09-02T17:29:39Z,2021-09-02T17:29:39Z,2,6,4,"Description
This branch will clarify that the total stars are stars you've received and not given other repositories.
It also fixes the missing padding described in #1206.
Code

Changed Translations in en, pl, nl and de

Types of changes

Enhancement
Refactor

Reference

#1206
#1155

Before and After",2,3
1212,2021-07-27T14:46:10Z,2021-08-27T19:05:10Z,2021-08-27T19:05:10Z,8,82,37,"Description
I've added a new query-parameter hide to hide specific languages you don't want to display. This was also requested in #1138.
Because some values will be hidden I've recalculated the percentages to correctly display the percentage of each language (they add up back to ~100%, values are rounded).
Code

Added hide param in wakatime.js and wakatime-card.js
Added a method that recalculates the percentages for each item

Types of changes

Enhancement
Refactor

Reference
The following cards are an example using this new feature.
Full Card

Javascript, Python, CSV and Testing hidden",4,6
1231,2021-08-05T11:59:27Z,,2022-10-04T23:05:00Z,1,7,0,"Hey there! Great project, just wanted to add one of my favourite themes to it.",3,3
1237,2021-08-09T20:50:11Z,,2022-10-18T14:36:18Z,1,6,0,"Uh I added a theme?
Never done a pull request before so uh hi",3,4
1238,2021-08-10T09:08:16Z,2022-02-17T07:44:52Z,2022-02-17T07:44:52Z,1,11,0,Add traditional Chinese (zh-tw),2,1
1239,2021-08-10T09:16:07Z,,2022-10-18T14:36:16Z,1,6,0,"Title color: White #FFFFFF
Icon color: Nitro purple #FF73FE
Text color: Discord Blue #7289DA
Background color: Discord chat #36393F",3,4
1240,2021-08-10T11:17:04Z,,2022-02-20T16:22:53Z,1,11,0,,2,3
1249,2021-08-13T22:45:07Z,,2022-10-18T14:36:14Z,1,7,0,,3,4
1256,2021-08-16T02:36:04Z,,2023-10-22T16:24:24Z,1,6,0,"nice themes, here are my two cents =)",4,7
1264,2021-08-22T12:59:36Z,,2022-12-27T08:08:10Z,1,6,0,"Hi @anuraghazra,
I want to share a flag_korea theme that is based on Korean flag color.
Thank you for reviewing the PR.",3,4
1269,2021-08-25T00:01:52Z,,2022-10-18T14:36:12Z,1,6,0,Add unicorn theme,3,4
1292,2021-09-05T06:34:18Z,,2022-10-18T14:36:10Z,1,6,0,,3,4
1296,2021-09-05T20:26:42Z,,2022-10-18T14:36:09Z,1,6,0,"Sending you a new theme, called ""light_bloody"".
hope you like it^^",3,4
1305,2021-09-09T21:42:07Z,,2022-10-18T14:36:07Z,4,565,0,,2,6
1308,2021-09-12T17:01:49Z,,2021-09-15T14:15:54Z,2,7,0,"here I added a new theme
if it is not okay just fine
I am new to opensource contribution
I think if this doesn't work you can help me",2,3
1309,2021-09-12T19:01:36Z,,2022-10-02T15:23:21Z,1,6,0,"added a new theme
name: ""Neon Knights""
''' I'm just learning how to contribute to open source",3,3
1321,2021-09-25T15:03:49Z,2022-02-23T16:08:11Z,2022-02-23T16:08:11Z,1,11,4,,2,4
1323,2021-09-26T10:36:49Z,,2022-10-18T14:36:05Z,1,6,0,"I have created this theme and contributed to you
Hope you like it",3,5
1331,2021-09-28T03:44:21Z,,2022-10-18T14:36:03Z,1,6,0,,3,4
1332,2021-09-28T03:50:52Z,,2022-10-18T14:36:01Z,1,6,0,That is how my theme looks,3,4
1334,2021-09-28T07:51:22Z,2022-09-16T10:50:30Z,2022-09-16T10:50:30Z,4,108,32,"Fixes #1170 by allowing customizable width for Github Stats Card.
To avoid things overlaping each other, Stats Card has minimum widths which are applied when provided custom_width is less than certain values.",4,14
1336,2021-09-28T16:13:53Z,,2022-10-18T14:35:59Z,1,30,0,"Hello, we are Chungnam National University students majoring in computer science in South Korea.
Please check the 5 design themes we made by sending a pull request! Have a nice day :)",6,4
1338,2021-09-29T12:13:59Z,,2022-10-18T14:35:57Z,1,6,0,,3,6
1345,2021-10-01T11:32:15Z,,2022-10-18T14:35:55Z,1,6,0,what about black and white theme?,3,4
1363,2021-10-06T02:00:42Z,2021-10-06T17:39:43Z,2021-10-06T17:39:43Z,1,1,1,"closes #1362
This PR fixes the bug shown in this issue: #1362
There was a simple error when importing the function isLocaleAvailable, and it was fixed by changing the file from which the function is imported.",2,2
